Data do empenho;Número do empenho;Descrição do órgão;Histórico do empenho;Nome do credor;Valor do empenho;Valor liquidado R$;Valor pago R$;Saldo a pagar R$
 09/02/2015; 47; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF PRESTAÇÃO DE SERVIÇO CONTRATO 04/2015 OBJETO PRESTAÇÃO DE SERVIÇOS DE FILMAGENS E EDIÇÃO DE VIDES PARA COLOCAÇÃO NO SITE DA CAMARÁ DE VEREADORES DAS SESSÕES ORDINÁRIAS E EXTRAORDINÁRIAS REALIZADAS PELA CONTRATANTE DURANTE O ANO DE 2015. NO TOTAL DE 40 SESSÕES.; DAVI PEDROSO GONZAGA; R$ 7.200,00; R$ 7.200,00; R$ 7.200,00; R$ 0,00
 09/02/2015; 48; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENTICIOS DE USO DA CIOA E COZINHA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 54,84; R$ 54,84; R$ 54,84; R$ 0,00
 09/02/2015; 49; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA DE AGUA PROVENIENTE DO MES DE JANEIRO/2015 DESTA CASA LEGISLATIVA; SAMAE-SERVIÇO AUT. MUN. DE AGUA E ESGOTO; R$ 36,12; R$ 36,12; R$ 36,12; R$ 0,00
 02/01/2015; 5; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA AGUA PROVENIENTE DO MES DE DEZEMBRO/2014 DESTA CASA LEGISLATIVA; SAMAE-SERVIÇO AUT. MUN. DE AGUA E ESGOTO; R$ 72,24; R$ 72,24; R$ 72,24; R$ 0,00
 12/02/2015; 50; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, 1 HORA DE TREINAMENTO SISTEMA BETHA PATRIMONIO.; BETHA SISTEMAS LTDA; R$ 81,25; R$ 81,25; R$ 81,25; R$ 0,00
 12/02/2015; 51; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE 2 SACOS DE ARGAMASSA PISO S/ PISO 20KG CADA E 2KG DE REJUNTE PARA PISO
PARA MANUTENÇÃO DO PISA DO PLENÁRIO DESTA CASA LEGISLATIVA"; GAIVOTA COM. MAT. P/ CONSTRUCAO LTDA; R$ 54,43; R$ 54,43; R$ 54,43; R$ 0,00
 12/02/2015; 52; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA IMPLANTAÇÃO E TREINAMENTO DOS USUÁRIOS DO SISTEMA DE INFORMÁTICA GEDOC (ADMINISTRATIVO LE), DESTINA-SE AO GERENCIAMENTO ELETRÔNICO E DIGITALIZAÇÃO DOS SEGUINTES DOCUMENTOS ADMINISTRATIVOS (ATAS DAS SESSÕES, AUDIÊNCIAS PÚBLICAS, CERTIDÕES, CONTRATOS, CONVÊNIOS, OFÍCIOS / CORRESPONDÊNCIAS ENVIADAS E RECEBIDAS, DECRETOS, EDITAIS, EMENDAS, INDICAÇÕES, LEI ORGÂNICA, MEDIDAS PROVISÓRIAS, MOÇÕES, PARECERES, PARECER JURÍDICO, PEDIDOS DE INFORMAÇÃO, PROPOSIÇÃO / PEDIDO DE PROVIDENCIAS, PROJETOS DE LEI /; INFO DIGITALLE; R$ 4.681,80; R$ 4.681,80; R$ 4.681,80; R$ 0,00
 20/02/2015; 53; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, PROVENTOS SERVIDORES EFETIVOS E COMISSIONADOS PROVENIENTE DO MES DE FEVEREIRO/2015; FOLHA DE PAGAMENTO SERVIDORES; R$ 24.550,56; R$ 24.550,56; R$ 24.550,56; R$ 0,00
 20/02/2015; 54; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, SUBSIDIOS DOS VEREADORES PROVENIENTE DO MES DE FEVEREIRO/2015; SUBSIDIO DE VEREADORES; R$ 25.390,65; R$ 25.390,65; R$ 25.390,65; R$ 0,00
 20/02/2015; 55; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENTICIOS DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 184,67; R$ 184,67; R$ 184,67; R$ 0,00
 20/02/2015; 56; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE PRODUTOS DE LIMPESA E HIGIENIZAÇÃO DE USO DA ZELADORIA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 41,31; R$ 41,31; R$ 41,31; R$ 0,00
 20/02/2015; 57; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE 1 CARTUCHO DE TINTA ORIGINAL HP 285A E 1 CARTUCHO DE TINTA PRETO 122XL HP DE USO DA SECRETÁRIA E CONTABILIDADE DESTA CASA LEGISLATIVA; HAYA INFORMATICA LTDA ME; R$ 341,00; R$ 341,00; R$ 341,00; R$ 0,00
 20/02/2015; 58; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA Ordem de Serviço de Diária  Nº 01/2015	O Sr. Antonio da Silva Silveira ocupante do Cargo de vereador presidente deste Poder Legislativo Municipal Esta se deslocando para cidade de Florianópolis SC, Saída prevista as 07:00 horas do dia 23/02/2015, retornando as 17:00 do mesmo dia, tendo direito a  uma diária sem pernoite no valor de 507,00 (quinhentos e sete reais) conforme Lei  Municipal nº183, de 19 de abril de 2000. 
ASSUNTO: VISITA AO CABINETE DO DEPUTADO ESTADUAL JOSE NEI ASCARI E JOSE MILTON SCHEFFER NA ASSEMPLEIA LEGISLATIVA DO ESTA DE SANTA CATARINA PARA TRATAR DE ASSUNTOS RELEVANTES AO MUNICIPIO DE BALNEÁRIO GAIVOTA SC

."; ANTONIO DA SILVA SILVEIRA; R$ 507,00; R$ 507,00; R$ 507,00; R$ 0,00
 23/02/2015; 59; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, TARIFA BANCARIAS PROVENIENTE DA TRANSFERENCIA FOLHA DO MES DE FEVEREIRO/2015 CONFORME CONTRATO EM VIGOR; SICOOB CREDIJA; R$ 26,00; R$ 26,00; R$ 26,00; R$ 0,00
 05/01/2015; 6; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ASSINATURA JORNAL DIÁRIO DE NOTICIAS PERIO JANEIRO/2015 A JANEIRO/2016 PARA ESTA CASA LEGISLATIVA; DN COMUNICAÇAO LTDA; R$ 360,00; R$ 360,00; R$ 360,00; R$ 0,00
 23/02/2015; 60; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA TELEFONE LINHA FIXA  48-35830008 PROVENIENTE DO MES DE FEVEREIRO/2015 DESTA CASA LEGISLATIVA; BRASIL TELECOM S.A; R$ 165,99; R$ 165,99; R$ 165,99; R$ 0,00
 23/02/2015; 61; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA TELEFONE MOVEL PLANO DA PRESIDENCIA, SECRETÁRIO GERAL, CONTABILIDADE, TESOURARIA, RECEPÇÃO PROVENIENTE DO MES DE FEVEREIRO/2015 DESTA CASA LEGISLATIVA; TIM CELULARES S/A; R$ 394,72; R$ 394,72; R$ 394,72; R$ 0,00
 23/02/2015; 62; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, INSS PARTE EMPRESA PROVENIENTE DO MES DE FEVEREIRO/2015 DESTA CASA LEGISLATIVA; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 10.987,05; R$ 10.987,05; R$ 10.987,05; R$ 0,00
 25/02/2015; 63; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, PRESTAÇÃO DE SERVIÇO DE LIMPESA GERAL DO PREDIO DESTA CASA LEGISLATIVA NO MES DE FEVEREIRO/2015; R.C RAMOS-ME; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 25/02/2015; 64; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, COLOCAÇÃO DE 6,40M DE GRADES DE FERRO GALVONIZADO NA PARTE INTERNA DA COPA E COZINHA DESTA CASA LEGISLATIVA; METARLURGICA CONTRUFER FELIPE TELO GALVAN ME; R$ 960,00; R$ 960,00; R$ 960,00; R$ 0,00
 27/02/2015; 65; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, TARIFAS BANCARIAS PROVENIENTE DE TED E DOC PARA FORNECEDORES NO MES DE FEVEREIRO/2015; BANCO BRASIL SA; R$ 76,24; R$ 76,24; R$ 76,24; R$ 0,00
 02/03/2015; 66; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF. ASSINATURA ANUAL JORNAL AMORIM PERIO DE FEVEREIRO/2015 A JANEIRO/2016; REDE DE COMUNICAÇOES AMORIM LTDA ME; R$ 240,00; R$ 240,00; R$ 240,00; R$ 0,00
 02/03/2015; 67; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA ENERGIA ELETRICA PROVENIENTE DO MES DE FEVEREIRO/2015; CENTRAIS ELETRICAS DE SANTA CATARINA S/A; R$ 305,71; R$ 305,71; R$ 305,71; R$ 0,00
 02/03/2015; 68; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA AGUA DESTA CASA LEGISLATIVA PROVENIENTE DO MES DE FEVEREIRO/2015; SAMAE-SERVIÇO AUT. MUN. DE AGUA E ESGOTO; R$ 36,12; R$ 36,12; R$ 36,12; R$ 0,00
 03/03/2015; 69; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, MENSALIDADE INTERNET BANCA LARGA VIA REDIO REF, AO MES DE FEVEREIRO/2015; DUNET LTDA ME; R$ 147,90; R$ 147,90; R$ 147,90; R$ 0,00
 05/01/2015; 7; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, SERVIÇO DE PROVIMENTO INTERNET 2MB IP FIXO REF AO MES DE DEZEMBRO/2014 DESTA CASA LEGISLATIVA; DUNET LTDA ME; R$ 147,90; R$ 147,90; R$ 147,90; R$ 0,00
 04/03/2015; 70; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA REF, CONTRATO PRESTAÇÃO DE SERVIÇO 06/2015 Do Objeto AQuisição de até 950 (novecentos e cinquenta) cm/col para publicação Legais e Institucionais convites para seções da Câmara Municipal de vereadores. 
Contratante pagará ao Contratado o valor de R$ 8,00 (oito reais ), por cm/col publicado, não necessariamente a aquisição total da quantidade de cm/col mencionada da cláusula primeira"; J.R. PEREIRA ME; R$ 7.600,00; R$ 6.144,00; R$ 6.144,00; R$ 0,00
 04/03/2015; 71; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA REF CONTRATO DE PRESTAÇÃO DE SERVIÇO 07/2015 Do Objeto Aquisição de até 520 (quinhentos e vinte)  chamadas Institucionais  convite para sessões Legislativas da Camara de Vereadores vinculadas a Radio 93.3FM
Condições de Pagamento.	      	
Contratante pagará ao Contratado o valor de R$ 15,00 (quinze reais ), por chamada institucional, não necessariamente a aquisição total da quantidade de chamadas  mencionada da cláusula primeira"; RÁDIO 93FM ATLANTICO SUL LTDA; R$ 7.800,00; R$ 7.800,00; R$ 7.800,00; R$ 0,00
 06/03/2015; 72; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, A 10 HORAS DE SERVIÇO DE FORMAÇÃO REMOÇÃO DE VIROS, INSTALAÇÃO DE PROGRAMAS, DE TRES COPUTADORES DESTA CASA LEGISLATIVA; J & G INFORMATICA LTDA; R$ 400,00; R$ 400,00; R$ 400,00; R$ 0,00
 06/03/2015; 73; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, A ISCRIÇÃO DE 3 VEREADORES E DOIS FUNCIONARIO PARA PARTICIPAR DA XVIII MARCHA A BRASILIA EM DEFESA DOS MUNICIPIOS NOS DIAS 25 A 28 DE MAIO DE 2015 CONFORME PROGRAMAÇÃO EM ANEXO.; CONFEDERACAO NACIONAL DE MUNICIPIOS-CNM; R$ 1.000,00; R$ 1.000,00; R$ 1.000,00; R$ 0,00
 09/03/2015; 74; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQIUISIÇÃO DE GENEROS ALIMENTICIOS BSICOITOS SALGADO E DOCE, CAFE AÇUCAR ,NESCAFE  LEITE, DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 160,48; R$ 160,48; R$ 160,48; R$ 0,00
 09/03/2015; 75; Camara Municipal de Balneario Gaivota; PELA DESPESA  EMPENHADA REF, AQUISIÇÃO DE PRODUTOS DE LIMPESA E HIGIENIZAÇÃO DE USO DA ZELADORIA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 31,36; R$ 31,36; R$ 31,36; R$ 0,00
 09/03/2015; 76; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE PRODUTOS DE LIMPESA E HIGIENIZAÇÃO PARA USO DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 48,45; R$ 48,45; R$ 48,45; R$ 0,00
 10/03/2015; 77; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE MATERIAL DE EXPEDIENTE DE GERAL DESTA CASA LEGISLATIVA ALFINETE, ARQUIVOS MORTO, CALCULADORA, CANETA., CD, DVD RV, ENVELOPES MEDIO, ENVELOPES PEQUENO, FITA ADESIVA, FITA CREPE, GRAMPEADOR GRANDE, LAPIS PRETO, PAPEL A4,  PASTAS GRANDES TRILHO, PASTAS ELESTICAS.; KAROL CENTRO COPIAS LTDA; R$ 1.448,50; R$ 1.448,50; R$ 1.448,50; R$ 0,00
 10/03/2015; 78; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE UM MOUSE USB; HAYA INFORMATICA LTDA ME; R$ 22,00; R$ 22,00; R$ 22,00; R$ 0,00
 10/03/2015; 79; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE UM ROTEADOR TP LINK 3 ANTES  PARA USO DESTA CASA LEGISLATIVA INTERNET WIRELESS; HAYA INFORMATICA LTDA ME; R$ 213,00; R$ 213,00; R$ 213,00; R$ 0,00
 08/01/2015; 8; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE PRODUTOS DE LIMPESA  E HIGIENIZAÇÃO DE USO DA ZELADORIA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 58,98; R$ 58,98; R$ 58,98; R$ 0,00
 10/03/2015; 80; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ORDEN DE SEWRVIÇO DE DIÁRIA Nº02/2015 . EVERALDO DOS SANTOS  OCUPANTE DO CARGO DE VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE FLORIANOPOLIS SC SAÍDA PREVISTA AS 06:00 HORAS DO DIA 11/03/2015, RETORNANDO AS 17:00 HORAS DO MESMO DIA TENDO DIREITO A UMA DIÁRIA SEM PERNOITE NO VALOR DE 300,00  (TREZENTOS REAIS) PARA ATENDER AS DESPESAS PESSOAIS DE ALIMENTAÇÃO, HIGIENE E DESLOCAMENTO, CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015. ASSUNTO: PARTICIPAR DE UMA AUDIENCIA COM O DEPARTAMENTO DE MEIO AMBIENTE DO ESTADO DE SANTA CATARINA NA ASSEMPLEIA LEGISLATIVA PARA DISCUÇÃO SOBRE A RECUPERAÇÃO DA LAGOA DE SOMBRIO; EVERALDO DOS SANTOS; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 12/03/2015; 81; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE UM CELULAR MOTOROLA MOTO E COR PRETO PARA USO DO PLANO DE TELEFONIA MOVEL DA TESOURARIA DESTA CASA LEGISLATIVA.; LOJAS H CENTER LTDA-ME; R$ 679,00; R$ 679,00; R$ 679,00; R$ 0,00
 16/03/2015; 82; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF ORDEN DE SERVIÇO DE DIÁRIA Nº03/2015 ESTA SE DESLOCANDO PARA A CIDADE DE FLORIANOPOLIS SC SAÍDA PREVISTA AS 08:00 HORAS DO DIA 18/03/2015, RETORNANDO AS 20:00 HORAS DO DIA 20/03/2015 TENDO DIREITO A UMA DIÁRIA SEM PERNOITE NO VALOR DE 300,00 E DUAS DIÁRIA COM PERNOITE NO VALOR DE 400,00 CADA  TOTAL DE 1.100,00 (HUM MIL E CEM REAIS) PARA ATENDER AS DESPESAS PESSOAIS DE ALIMENTAÇÃO, HIGIENE E DESLOCAMENTO, CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.ASSUNTO: PARTICIPAR D0 XIII CONGRESSO CATARINENSE DE MUNICIPIOS NO CENTRO SUL  NOS DIAS 18  19 E 20 DE MARÇO DE 2015 CONFORME CONOGRAMA EM ANEXO.; ARLEU MOZAR OLIVEIRA; R$ 1.100,00; R$ 1.100,00; R$ 1.100,00; R$ 0,00
 16/03/2015; 83; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ORDEN DE SERVIÇO DE DIÁRIA Nº04/2015 ESTA SE DESLOCANDO PARA A CIDADE DE FLORIANOPOLIS SC SAÍDA PREVISTA AS 08:00 HORAS DO DIA 18/03/2015, RETORNANDO AS 20:00 HORAS DO DIA 20/03/2015 TENDO DIREITO A UMA DIÁRIA SEM PERNOITE NO VALOR DE 300,00 E DUAS DIÁRIA COM PERNOITE NO VALOR DE 400,00 CADA  TOTAL DE 1.100,00 (HUM MIL E CEM REAIS) PARA ATENDER AS DESPESAS PESSOAIS DE ALIMENTAÇÃO, HIGIENE E DESLOCAMENTO, CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015. ASSUNTO: PARTICIPAR D0 XIII CONGRESSO CATARINENSE DE MUNICIPIOS NO CENTRO SUL  NOS DIAS 18  19 E 20 DE MARÇO DE 2015 CONFORME CONOGRAMA EM ANEXO.; SIMONE RAMOS NAPOLEAO; R$ 1.100,00; R$ 1.100,00; R$ 1.100,00; R$ 0,00
 16/03/2015; 84; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA ORDEN DE SERVIÇO DE DIÁRIA Nº05/2015 ESTA SE DESLOCANDO PARA A CIDADE DE FLORIANOPOLIS SC SAÍDA PREVISTA AS 08:00 HORAS DO DIA 18/03/2015, RETORNANDO AS 20:00 HORAS DO DIA 20/03/2015 TENDO DIREITO A UMA DIÁRIA SEM PERNOITE NO VALOR DE 300,00 E DUAS DIÁRIA COM PERNOITE NO VALOR DE 400,00 CADA  TOTAL DE 1.100,00 (HUM MIL E CEM REAIS) PARA ATENDER AS DESPESAS PESSOAIS DE ALIMENTAÇÃO, HIGIENE E DESLOCAMENTO, CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.ASSUNTO: PARTICIPAR D0 XIII CONGRESSO CATARINENSE DE MUNICIPIOS NO CENTRO SUL  NOS DIAS 18  19 E 20 DE MARÇO DE 2015 CONFORME CONOGRAMA EM ANEXO.; PAULO GILSON MARTINS; R$ 1.100,00; R$ 1.100,00; R$ 1.100,00; R$ 0,00
 21/01/2015; 19; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, PAGAMENTO DE 1/3 DE FERIAS E 10 DIAS DE ABONO PECUNIÁRIO DOS SERVIDORES DESTA CASA LEGISLATIVA; FOLHA DE PAGAMENTO SERVIDORES; R$ 5.798,00; R$ 5.798,00; R$ 5.798,00; R$ 0,00
 21/07/2015; 190; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA TELEFONIA MOVEL PLANO PRESIDENCIA, SECRETÁRIO GERAL, TESOURARIA, CONTABILIDADE, RECPÇÃO PROVENIENTE DO MES DE JULHO/2015; TIM CELULARES S/A; R$ 384,41; R$ 384,41; R$ 384,41; R$ 0,00
 21/07/2015; 191; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENTICIOS DE UOS DA COPA E COZINHA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 147,37; R$ 147,37; R$ 147,37; R$ 0,00
 21/07/2015; 192; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, SUBSIDIO DOS VEREADORES PROVENIENTE DO MES DE JULHO/2015; SUBSIDIO DE VEREADORES; R$ 27.340,30; R$ 27.340,30; R$ 27.340,30; R$ 0,00
 21/07/2015; 193; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, FOLHA DE PAGAMENTO PROVENIENTE DO MES DE JULHO/2015; FOLHA DE PAGAMENTO SERVIDORES; R$ 27.672,82; R$ 27.672,82; R$ 27.672,82; R$ 0,00
 21/07/2015; 194; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, FERIAS SERVIDORES DO MES DE JULHO/2015 1/3 MAIS 10 DIAS DE ABONO PECUNIÁRIO CONFORME LEI MUNICIPAL 45/1997; FOLHA DE PAGAMENTO SERVIDORES; R$ 3.991,22; R$ 3.991,22; R$ 3.991,22; R$ 0,00
 21/07/2015; 195; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA TAXA BANCARIA PROVENIENTE TRANSFERENCIA ARQUIVO FOLHA CONFORME CONTRATO EM VIGOR; SICOOB CREDIJA; R$ 24,00; R$ 24,00; R$ 24,00; R$ 0,00
 21/07/2015; 196; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, INSS PARTE EMPRESA PROVENIENTE DO MES DE JULHO/2015; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 13.200,54; R$ 13.200,54; R$ 13.200,54; R$ 0,00
 29/07/2015; 197; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE 3 DOBRADISAS LAT LUXO C/ANEL 25 PARAFUSOS CHATO PARA MANUTENÇÃO DA PORTA LATERAL DO PLENÁRIO DESTA CASA LEGISLATIVA; GAIVOTA COM. MAT. P/ CONSTRUCAO LTDA; R$ 55,07; R$ 55,07; R$ 55,07; R$ 0,00
 31/07/2015; 198; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF PRESTAÇÃO DE SERVIÇO DE CARPINTARIA NA COLOCAÇÃO DE 43M² DE ASSUALIO DE MADEIRA NO PLENARIO DESTA CASA LEGISLATIVA; JULIO CEZAR DA SILVA ME; R$ 1.000,00; R$ 1.000,00; R$ 1.000,00; R$ 0,00
 31/07/2015; 199; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, TAXAS BANCARIAS DE TRANSFERENCIAS DE VALORES PARA CREDORES NO MES DE JULHO/2015 DESTA CASA LEGISLATIVA; BANCO BRASIL SA; R$ 70,20; R$ 70,20; R$ 70,20; R$ 0,00
 02/01/2015; 2; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTRATO 02/2015O presente contrato tem como objeto a prestação de serviços de monitoramento de alarme e segurança eletrônica da sede da Câmara de Vereadores do Município de Balneário Gaivota - SC; ELETRONICA DELTALARMS-ME; R$ 3.600,00; R$ 3.600,00; R$ 3.600,00; R$ 0,00
 22/01/2015; 20; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, TARIFA BANCARIA PROVENIENTE CONVENIO CONTA SALARIO CONFORME CONTRATO VIGENTE; SICOOB CREDIJA; R$ 24,00; R$ 24,00; R$ 24,00; R$ 0,00
 03/08/2015; 200; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE 1 LITRO DE VERNIZ RESITREX CANELA EXTRA E FITA CREPE PARA PINTURA DE PORTAS E CERCA DO PLENÁRIO DESTA CASA LEGISLATIVA; GAIVOTA COM. MAT. P/ CONSTRUCAO LTDA; R$ 50,84; R$ 50,84; R$ 50,84; R$ 0,00
 03/08/2015; 201; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE 43,6 MT DE ASSOALHO ANGELIN, 2,4 MT DE GUIA 10CM EUCALIPTO, 38,4 MT DE PAU 7X7X1,32 ALTURA EM MADEIRA ANGELIM, 115,5 MTRS PAU 3X10X7,50, 18 KG DE PREGO 14 X 183 KG DE PREGO 17 X 27, 14,5 MTROS DE ESPELHO 12CM EM MADEIRA ANGELIM, 7,0 MTROS DE RODA PE 5 CM MADEIRA ANGELIM, 40 GUIAS DE MADEIRA 10 X 3 X 2,5 E 8 GUIAS DE 7 X 2,5CM X 1 METRO MATERAL ESTE PARA CONSTRUÇÃO DO ASSOALHO DO PLENÁRIO DESTA CASA LEGISLATIVA; PACHECO COMERCIO DE MADEIRA; R$ 6.048,90; R$ 6.048,90; R$ 6.048,90; R$ 0,00
 04/08/2015; 202; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, PRESTAÇÃO DE SERVIÇO DE  LIXAÇÃO E COLOCAÇÃO DE RESINA SINTECO EM 43 MTR DE ASSOALHO DO PLENÁRIO DESTA CASA LEGISLATIVA; ANGENOR TOMASI ME; R$ 1.134,00; R$ 1.134,00; R$ 1.134,00; R$ 0,00
 04/08/2015; 203; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA DE ENERGIA ELETRICA DESTA CASA LEGISLATIVA PROVENIENTE DO MES DE JULHO/2015; CENTRAIS ELETRICAS DE SANTA CATARINA S/A; R$ 172,30; R$ 172,30; R$ 172,30; R$ 0,00
 04/08/2015; 204; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE UMA REGUA ELETRICA COM 3 SAIDAS E UM T PARA USO DESTA CASA LEGISLATIVA; GAIVOTA COM. MAT. P/ CONSTRUCAO LTDA; R$ 38,32; R$ 38,32; R$ 38,32; R$ 0,00
 04/08/2015; 205; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENTICIOS DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 199,49; R$ 199,49; R$ 199,49; R$ 0,00
 04/08/2015; 206; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE MATERIAL DE LIMPESA E HOGIENIZAÇÃO PARA USO DA ZELADORIA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 86,06; R$ 86,06; R$ 86,06; R$ 0,00
 04/08/2015; 207; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, SERVIÇO PROVEDOR INTERNET MES DE JULHO/2015 DESTA CASA LEGISLATIVA; DUNET LTDA ME; R$ 147,90; R$ 147,90; R$ 147,90; R$ 0,00
